Title,"wesome deal for Sofa, Armchair and carpet ~ A living room set

Excellent soft and comfortable sofa with decorative cushions and armchair. Area rugs add more elegance to these furniture as these furnitures are complete living room set 

Fabric all are in very good condition, no stain and hardly used, just 6 months old

Sofa features a high backrest, comfortable cushioning and suitable seat height. A solid birch frame, foam cushioning, and off white linen upholstery set the stage for modern living room style. 

Also sofa and armchair has protective layer of wax cost to prevent it from water, liquor etc. Area rug is very soft.
Sofa with complementary cushions: $400
Armchair: $200
Area rug: $100

Prefer to sell all together but open to sell individual too.

From clean, non smoking and pet free house.

If interested, Please call on 
 show contact info"
Body,"Best deal for Sofa, Armchair and carpet ~ A living room set - $700 (Austin)"
Title,"I'm selling a low pile, sisal carpet.  It was temporarily installed for a project last week, so it's basically new.  There's 2 rolls at, 12'x 30' and a 5' x 30 piece and a few shorter ends..   This is a great value and great carpet, only has a few days of use on it.  I bought it at Carpet Stop-brand new.  It was laid down without nails or glue. 
New it was $1.09 sq/ft.   I've included the sales receipt from the Carpet Stop."
Body,Carpet - $390 (East Austin)
Title,"Carpet Cleaning Equipment Package For Sale -- $4,500 or best reasonable offer or a trade for a heavy duty crew cab truck.  Includes Koler mount (475 hours use), two 75 gallon clean and waste water tanks, 250 feet of hose on reel, upholstery cleaner, wand,   Cash only, no checks, no credit cards, no money orders, no cashier's checks, no down payments, no delivery.  Call Edgar 
 show contact info"
Body,Carpet Cleaning Equipment Package For Sale - $4500 (Pflugerville)
Title,"Handmade wool carpet in excellent condition - no pets - non-smoking household.

Base color is purple with very light green, blue and orange details.

New price was ~$300 approx. 4 years ago.

Cash only at pick-up. Thanks for your interest."
Body,"Carpet - handmade wool - 63"" x 28"" - $50 (Cedar Park)"
Title,Carpet cleaning van for sale as is. Van is still being financed but will draw up a contract that title go directly to buyer when purchased and loan is completely paid. 2004 Ford E250 good condition. Equipment inside has only been used for a year and is in great condition.
Body,Carpet Cleaning Van for Sale-Still being Financed - $21000 (Cedar Park)
Title,"HEATED CARPET CLEANER, Power Scrub Deluxe - PURCHASED FOR 179.00, I have used it twice, in perfect condition.  ALL attachments are included. $100/OBO.  Call 
 show contact info"
Body,CARPET CLEANER - HOOVER - Power Scrub - $80 (central austin)
Title,"Have a boat that needs updating?              I have plenty experience installing carpet and other types of flooring for houseboats, cruisers, bass boats, sailboats, and runabouts. 
Please call if you need any help updating or replacing the interior of your boat or residential home. 
I can also repair many extra headaches that boats can acquire. Just ask!
I have great references and give free estimates. 


Mike 

 show contact info"
Body,Need boat carpet installed? (Austin - Lakeway)
Title,Bissel Carpet Shampooer I paid $200 for 2 years ago and am asking $80. Its in perfect condition and all attachments are available. I am moving and don't plan to take anything with me.
Body,Carpet Shampooer Bissel - $80 (north austin)
Title,BRAND NEW SHARK SONIC DUO CARPET AND HARD SURFACE CLEANER FACTORY SEALED
Body,brand new *SHARK SONIC DUO CARPET & HARD FLOOR CLEANING SYSTEM* - $140 (round rock)
Title,"2012 Honda Odyssey Carpet Floor Mats - $50
This is a carpet floor mat three piece set from our 2012 Honda Odyssey. 
These were used for two weeks while we were waiting for the all season floor mats to come in. They are being stored in a closet. 
I think these will fit Honda Odyssey 2011-2014, but suggest verifying first.
These are from a smoke free, pet free home."
Body,2012 Honda Odyssey Carpet Floor Mats - $50 (183/620)
Title,"Set of lightly used (took them out at 2000 miles) carpet floor mats from my 2014 4Runner. Includes 2 front mats, 2 rear mats, and cargo mat. Cargo mat is not third row compatible. These should fit any 2014-2015 4Runner.

Firm on the price $75, cash or $80 card (Visa or MasterCard only)."
Body,2014-2015 Toyota 4Runner Carpet floor mat set - $75 (north austin)
Title,"Roberts carpet kicker bought for 100 new, used twice. Comes with all you need to install your carpet! Great deal"
Body,"carpet kicker, carpet knife, carpet nails and 2 boxes tack strips - $60 (rr)"
Title,Great Bissell carpet cleaner. It also cleans wood and tile. Only used twice. I'm moving and won't need it any longer.
Body,Bissell carpet and wood/tile cleaner - $150 (Austin)
Title,"Roughly 25 to 30 rolls of off-white trade show carpet.  Rolls are varied lengths and widths, but many are 100' x 12' and 50' x 12'.  Some rolls are edge bound and some have unbound edges.  This is used carpet and therefore may have some cuts and or dirty spots.  There is plenty there to work around these areas.  This will be sold as one lot, I will not piece it out.  New this was well over $10000"
Body,Approximately 10000 square feet of light colored trade show carpet - $500 (north austin)
Title,"Roughly 25 to 30 rolls of off-white trade show carpet. Rolls are varied lengths and widths, but many are 100' x 12' and 50' x 12'. Some rolls are edge bound and some have unbound edges. This is used carpet and therefore may have some cuts and or dirty spots. There is plenty there to work around these areas. This will be sold as one lot, I will not piece it out. New this was well over $10000"
Body,Approximately 10000 square feet of light colored trade show carpet - $500 (North ATX)
Title,"DX31 Carpet. I have 4 dye lots available and in total have 1,536 sf at $ 1.39 sf + tax.
Roll sizes
12x35
12x10
12x10
12x16
12x8
12x49

If interested please reply. All sales are for cash/credit card accepted and you will need to pick up as we do not deliver."
Body,Carpet - DX31 (Austin)
Title,Kirby Generation 6 with shampooer and attachments. In great condition and works great. Asking $200 obo. Cash only
Body,Kirby Generation 6 with carpet shampooer - $200
Title,"Less then 200 hours Prochem Peak mounted in dual axle Pace enclosed trailer - $15,000 obo
Everything needed to start a carpet/tile cleaning turn-key business.
Includes 2007 Prochem Peak(<200 hours), 8x10x6 Dual axle Pace Trailer, Carpet/Tile/Stair/Upholstery wands with 200 feet of vacuum/water hoses with Spool. Also including hydroforce for pre-spray. Prochem has 60 gallon waste water tank with 5 gallon rinse tank. Very nice unit barely used. Purchased brand new at $27,000."
Body,Carpet Cleaner(low hours)Trailer Mounted - $15000 (Cedar Park)
Title,"Less then 200 hours Prochem Peak mounted in dual axle Pace enclosed trailer - $15,000 obo
Everything needed to start a carpet/tile cleaning turn-key business.  
Includes 2007 Prochem Peak(<200 hours), 8x10x6 Dual axle Pace Trailer, Carpet/Tile/Stair/Upholstery wands with 200 feet of vacuum/water hoses with Spool. Also including hydroforce for pre-spray.  Prochem has 60 gallon waste water tank with 5 gallon rinse tank.   Very nice unit barely used. Purchased brand new at $27,000.   
Call or Text Phillip @ 
 show contact info"
Body,Carpet Cleaner(low hours)Trailer Mounted - $15000 (Cedar Park)
Title,Kirby Gsix with carpet shampoo system and two extra bags. $200 obo. In great condition. Services annually at Kirby of Austin.
Body,Kirby Gsix vacuum with carpet shampoo system - $200
Title,Bought house in August 2013 and are removing the carpet. C. 700 sq feet w/padding. Cut in 4 pieces with average size being app. 150 sq feet.  In pretty decent condition. No pets. No stains.
Body,Home carpet for sale - $300 (Nw austin)
Title,"Carpet cleaner. With 6 cleaning rows dirt lifter power brush. And great working condition not heavily used. Moved no carpet. $50.00. Also 
Beautiful small shelve and great condition. $20.00
."
Body,Bissell pro heat Carpet cleaner. - $50 (Northeast)
Title,our BIGGEST flooring sale EVER
Body,HARDWOODS & CARPET SALE ... $99 A ROOM (austin)
Title,"New Mohawk 30 ounce NYLON beige color carpet left over from large job,
INSTALLED with 1/2""  6 lb. pad for only $1.75 @ sq. ft.
Retails for $2.35 sq. ft.
Enough to do a large home,rental or just a few rooms if you wish.
CALL George @ 
 show contact info
for free estimate and viewing of a sample.
40 yrs. exp."
Body,NEW MOHAWK CARPET - $1 (AUSTIN)
Title,"About 12 trim and binders.  $60 for all, $5 each"
Body,Carpet trim and seam binder - $5 (NE Austin)
Title,"SHAW CARPET
ECO : GREY 25OZ (NYLON)

12 FT WIDTHS 

ON SALE  $ .67 CENTS  (SQ FT)
(was  $1.44 cents)

J&F CARPETS
3301 E.7TH ST
AUSTIN,TX 78702

 show contact info"
Body,GREY CARPET    .67 CENTS   (2 ROLLS IN STOCK) (AUSTIN)
Title,"NEW CARPET REMNANT ROLLS

CARPET CLEARANCE SALE 
BEIGE NEUTRAL TAN PLUSH CARPETS

$25 - SMALL REMNANTS
$50 - $75  MEDIUM REMNANTS
$100 - LARGE ROOM SIZE REMNANTS

MANY CHOICES TO CHOOSE FROM....

J&F CARPETS
3301 E.7TH ST
AUSTIN,TX 78702

 show contact info"
Body,CARPET REMNANTS    FROM $25 - $25 (AUSTIN)
